Date,Price,Open,High,Low,Vol.,Change %
9/30/2015,48.9,47.5,48.9,47.5,0.90K,0.00%
10/1/2015,48.5,48.9,48.9,47.5,1.38K,-0.82%
10/2/2015,49.2,48.8,49.4,48.0,36.95K,1.44%
10/5/2015,49.1,49.1,49.3,47.5,5.20K,-0.20%
10/6/2015,49.0,49.0,49.0,49.0,0.22K,-0.20%
10/8/2015,48.9,48.5,48.9,48.5,0.11K,-0.20%
10/9/2015,48.7,48.2,48.9,46.8,1.56K,-0.41%
10/12/2015,48.9,47.5,48.9,47.5,2.20K,0.41%
10/13/2015,48.4,47.5,48.9,47.1,2.26K,-1.02%
10/14/2015,47.0,48.4,48.4,47.0,1.17K,-2.89%
10/15/2015,48.3,48.2,48.3,48.2,0.67K,2.77%
10/16/2015,48.3,48.5,48.5,47.3,6.48K,0.00%
10/19/2015,47.5,47.5,47.5,47.2,1.48K,-1.66%
10/20/2015,48.0,48.0,48.0,47.0,2.34K,1.05%
10/21/2015,48.0,48.0,48.0,48.0,0.22K,0.00%
10/22/2015,48.0,47.9,48.0,47.0,0.09K,0.00%
10/26/2015,48.8,47.0,48.8,47.0,22.90K,1.67%
10/28/2015,48.7,48.9,49.2,48.7,15.71K,-0.20%
10/29/2015,48.5,48.9,48.9,48.5,0.41K,-0.41%
10/30/2015,48.5,48.5,48.5,47.5,1.92K,0.00%
11/2/2015,47.3,47.3,47.3,47.3,0.05K,-2.47%
11/4/2015,48.0,47.3,48.0,46.7,5.85K,1.48%
11/5/2015,46.8,48.0,48.0,46.8,8.58K,-2.50%
11/6/2015,48.4,48.0,48.4,47.0,2.29K,3.42%
11/9/2015,49.0,48.5,49.0,48.4,6.30K,1.24%
11/11/2015,49.4,47.1,49.5,47.1,16.20K,0.82%
11/13/2015,49.0,49.0,49.0,49.0,0.00K,-0.81%
11/16/2015,47.3,48.8,48.8,47.3,7.86K,-3.47%
11/17/2015,47.9,47.4,47.9,47.3,1.67K,1.27%
11/18/2015,48.7,48.7,48.7,48.7,0.00K,1.67%
11/19/2015,48.8,47.5,48.8,47.5,5.61K,0.21%
11/20/2015,48.3,47.6,48.8,47.1,2.02K,-1.02%
11/23/2015,48.5,48.0,49.0,45.1,24.59K,0.41%
11/24/2015,48.5,48.5,48.9,48.0,3.50K,0.00%
11/27/2015,47.9,47.2,47.9,47.2,0.21K,-1.24%
11/30/2015,47.9,47.1,47.9,47.1,0.20K,0.00%
12/1/2015,47.9,47.9,47.9,47.0,1.12K,0.00%
12/2/2015,46.9,47.9,48.0,46.9,3.60K,-2.09%
12/3/2015,47.4,47.4,47.4,47.4,0.17K,1.07%
12/7/2015,46.5,46.7,47.0,46.5,2.04K,-1.90%
12/8/2015,46.0,46.5,46.5,46.0,0.79K,-1.08%
12/9/2015,46.0,46.0,46.0,45.5,0.63K,0.00%
12/10/2015,46.0,46.5,46.5,46.0,0.99K,0.00%
12/14/2015,45.5,46.6,46.6,45.5,1.39K,-1.09%
12/15/2015,45.1,45.1,45.1,45.1,0.20K,-0.88%
12/16/2015,45.0,45.0,45.0,45.0,0.60K,-0.22%
12/17/2015,46.5,45.5,46.5,45.5,0.11K,3.33%
12/18/2015,47.0,45.7,47.0,45.5,1.60K,1.08%
12/21/2015,47.4,47.4,47.4,47.4,0.20K,0.85%
12/23/2015,47.4,47.4,47.4,47.4,0.00K,0.00%
12/28/2015,46.9,45.6,46.9,45.5,1.26K,-1.05%
12/29/2015,47.5,46.9,47.5,46.9,1.00K,1.28%
12/30/2015,47.0,45.5,47.0,45.3,3.82K,-1.05%
12/31/2015,47.0,47.0,47.0,47.0,1.70K,0.00%
1/5/2016,46.4,45.6,46.4,45.0,3.87K,-1.28%
1/6/2016,46.0,46.0,46.0,46.0,0.11K,-0.86%
1/7/2016,45.0,45.5,46.0,44.5,1.75K,-2.17%
1/8/2016,45.7,46.0,46.0,44.1,0.67K,1.56%
1/11/2016,45.5,45.0,45.5,44.3,1.70K,-0.44%
1/12/2016,44.2,44.5,45.0,43.5,8.52K,-2.86%
1/13/2016,44.5,44.1,45.0,43.3,1.21K,0.68%
1/14/2016,40.4,45.0,45.0,40.0,212.00K,-9.21%
1/18/2016,41.9,41.9,43.9,40.0,3.22K,3.71%
1/19/2016,40.0,42.9,42.9,40.0,2.99K,-4.53%
1/20/2016,40.9,40.0,40.9,40.0,0.70K,2.25%
1/21/2016,41.0,41.5,41.5,41.0,1.00K,0.24%
1/22/2016,40.0,41.0,41.0,40.0,8.80K,-2.44%
1/25/2016,40.0,40.2,40.2,39.2,1.60K,0.00%
1/27/2016,39.9,40.0,40.5,39.9,2.01K,-0.25%
1/28/2016,40.0,40.0,40.0,40.0,53.24K,0.25%
1/29/2016,40.0,40.0,40.5,40.0,68.88K,0.00%
2/1/2016,40.0,40.0,40.5,40.0,3.79K,0.00%
2/2/2016,41.0,40.0,41.0,40.0,35.24K,2.50%
2/3/2016,41.5,41.0,41.5,41.0,4.90K,1.22%
2/5/2016,40.0,40.0,40.0,39.9,52.47K,-3.61%
2/8/2016,40.0,40.0,40.0,39.5,6.41K,0.00%
2/9/2016,39.8,39.9,39.9,39.8,0.13K,-0.50%
2/10/2016,39.9,39.6,39.9,38.2,9.44K,0.25%
2/11/2016,38.5,38.5,39.1,38.5,0.32K,-3.51%
2/12/2016,38.4,38.3,39.5,38.3,0.66K,-0.26%
2/15/2016,38.3,38.4,39.5,38.2,0.73K,-0.26%
2/16/2016,38.1,38.1,38.3,38.1,0.27K,-0.52%
2/17/2016,37.1,38.3,38.3,37.1,1.35K,-2.62%
2/18/2016,37.2,36.5,38.0,36.5,1.41K,0.27%
2/19/2016,37.5,37.2,37.9,37.1,4.64K,0.81%
2/23/2016,37.0,37.5,37.5,37.0,3.72K,-1.33%
2/24/2016,36.0,37.5,37.5,36.0,16.40K,-2.70%
2/25/2016,34.2,37.5,37.5,33.0,1.06M,-5.00%
2/26/2016,34.8,35.0,35.0,34.4,3.24K,1.75%
2/29/2016,35.0,34.8,37.0,34.8,59.07K,0.57%
3/1/2016,34.3,36.5,36.5,34.3,1.68K,-2.00%
3/2/2016,34.8,35.9,35.9,34.3,3.23K,1.46%
3/3/2016,34.0,34.8,35.8,34.0,188.18K,-2.30%
3/4/2016,35.4,35.6,35.6,34.0,0.30K,4.12%
3/8/2016,35.0,35.4,35.4,33.0,6.32K,-1.13%
3/9/2016,33.5,34.8,34.8,31.2,7.21K,-4.29%
3/10/2016,35.0,35.0,35.0,34.9,6.14K,4.48%
3/11/2016,37.6,35.4,37.6,35.4,5.32K,7.43%
3/14/2016,37.8,37.9,38.9,37.0,1.99K,0.53%
3/15/2016,39.5,38.0,39.5,37.8,4.29K,4.50%
3/16/2016,39.5,39.9,39.9,39.5,0.43K,0.00%
3/17/2016,40.8,39.9,41.0,39.8,6.03K,3.29%
3/18/2016,37.8,40.0,40.8,37.8,0.18K,-7.35%
3/21/2016,39.0,39.6,40.0,39.0,0.61K,3.17%
3/23/2016,39.9,40.0,40.0,38.1,3.86K,2.31%
3/24/2016,39.0,38.5,39.0,38.5,0.37K,-2.26%
3/28/2016,38.0,39.0,39.0,38.0,0.61K,-2.56%
3/29/2016,39.0,39.0,39.0,39.0,0.00K,2.63%
3/30/2016,38.7,38.0,39.0,38.0,1.21K,-0.77%
3/31/2016,38.8,38.7,39.0,37.5,4.10K,0.26%
4/1/2016,39.0,39.0,39.0,37.0,12.87K,0.52%
4/4/2016,38.7,39.0,39.0,38.7,0.12K,-0.77%
4/5/2016,39.7,38.7,39.7,38.2,55.33K,2.58%
4/6/2016,40.4,39.9,41.0,38.4,7.09K,1.76%
4/7/2016,40.5,40.4,41.0,40.2,10.27K,0.25%
4/8/2016,40.6,40.5,41.0,40.1,2.50K,0.25%
4/11/2016,40.1,40.6,40.6,40.1,1.33K,-1.23%
4/12/2016,39.5,40.3,40.3,39.5,4.01K,-1.50%
4/15/2016,39.5,40.2,40.2,39.5,9.10K,0.00%
4/18/2016,40.0,39.5,40.0,39.0,1.67K,1.27%
4/19/2016,40.0,40.0,40.0,40.0,4.58K,0.00%
4/20/2016,40.0,40.0,40.0,39.9,0.45K,0.00%
4/22/2016,40.0,40.0,40.0,39.9,0.63K,0.00%
4/25/2016,39.9,40.0,40.0,39.5,14.02K,-0.25%
4/26/2016,39.5,39.5,39.8,38.1,1.60K,-1.00%
4/27/2016,39.9,39.5,40.0,38.7,5.62K,1.01%
4/28/2016,39.5,39.8,39.8,39.5,0.40K,-1.00%
4/29/2016,39.9,39.4,40.0,39.4,6.03K,1.01%
5/3/2016,39.9,40.0,41.0,39.7,10.43K,0.00%
5/4/2016,39.8,40.9,40.9,39.8,11.02K,-0.25%
5/5/2016,40.0,40.9,40.9,40.0,0.09K,0.50%
5/6/2016,42.4,40.0,43.0,40.0,102.01K,6.00%
5/9/2016,42.2,42.2,43.5,42.2,21.92K,-0.47%
5/10/2016,43.0,42.2,43.0,42.0,53.28K,1.90%
5/11/2016,43.5,43.0,45.0,43.0,15.69K,1.16%
5/12/2016,41.5,43.3,43.5,41.0,15.28K,-4.60%
5/13/2016,42.7,40.2,43.0,40.2,0.03K,2.89%
5/16/2016,42.0,42.0,42.0,41.0,8.12K,-1.64%
5/17/2016,42.0,42.0,43.0,41.0,10.96K,0.00%
5/18/2016,41.2,40.5,43.0,40.5,10.46K,-1.90%
5/19/2016,41.5,41.5,42.7,41.5,35.85K,0.73%
5/20/2016,41.5,42.2,43.0,40.1,11.06K,0.00%
5/24/2016,41.1,41.0,42.9,41.0,1.18K,-0.96%
5/25/2016,41.7,42.0,42.0,40.8,3.41K,1.46%
5/26/2016,40.0,40.3,41.2,39.6,1.61K,-4.08%
5/27/2016,40.6,40.0,42.0,39.6,5.46K,1.50%
5/30/2016,39.9,42.0,42.0,39.9,1.30K,-1.72%
5/31/2016,40.9,40.9,41.0,39.6,1.44K,2.51%
6/1/2016,40.4,41.0,41.0,37.7,3.22K,-1.22%
6/2/2016,39.9,39.9,39.9,38.3,0.80K,-1.24%
6/3/2016,38.5,39.9,39.9,38.5,1.73K,-3.51%
6/6/2016,39.9,39.9,39.9,39.9,0.10K,3.64%
6/7/2016,39.0,39.0,39.9,39.0,4.24K,-2.26%
6/8/2016,40.0,39.5,40.0,39.0,29.93K,2.56%
6/9/2016,40.2,40.0,40.2,39.0,9.10K,0.50%
6/10/2016,41.8,40.2,42.0,39.4,6.12K,3.98%
6/13/2016,40.5,41.8,41.8,40.5,0.70K,-3.11%
6/14/2016,40.0,40.1,40.1,40.0,24.22K,-1.23%
6/15/2016,40.0,40.0,40.0,40.0,0.05K,0.00%
6/16/2016,39.2,39.3,40.0,39.2,0.96K,-2.00%
6/17/2016,39.0,39.1,39.1,39.0,1.00K,-0.51%
6/20/2016,39.2,39.2,39.2,39.2,3.00K,0.51%
6/21/2016,39.5,39.5,39.5,39.5,0.03K,0.77%
6/22/2016,39.0,39.0,39.0,38.6,0.33K,-1.27%
6/23/2016,38.0,38.0,38.0,38.0,0.15K,-2.56%
6/24/2016,38.0,39.0,39.0,38.0,0.25K,0.00%
6/27/2016,37.0,38.0,38.0,37.0,4.00K,-2.63%
6/28/2016,38.0,37.0,38.0,37.0,0.60K,2.70%
6/29/2016,36.7,38.0,38.0,36.7,0.20K,-3.42%
6/30/2016,38.0,38.0,38.0,37.1,2.50K,3.54%
7/1/2016,39.8,37.9,39.8,37.9,7.50K,4.74%
7/4/2016,37.5,37.5,38.0,37.5,5.01K,-5.78%
7/5/2016,37.9,37.5,38.0,37.5,5.00K,1.07%
7/7/2016,37.9,37.9,37.9,37.0,3.37K,0.00%
7/8/2016,37.9,37.9,37.9,36.6,23.45K,0.00%
7/11/2016,37.8,37.5,37.8,37.5,1.00K,-0.26%
7/12/2016,39.4,38.0,39.4,38.0,8.01K,4.23%
7/13/2016,38.5,39.4,39.4,37.0,4.80K,-2.28%
7/14/2016,38.8,38.9,38.9,37.4,0.27K,0.78%
7/15/2016,38.9,38.0,38.9,38.0,2.95K,0.26%
7/18/2016,38.9,38.9,38.9,38.9,0.11K,0.00%
7/20/2016,38.0,38.9,39.0,38.0,2.35K,-2.31%
7/21/2016,39.0,38.0,39.4,38.0,2.09K,2.63%
7/22/2016,38.5,38.0,38.5,38.0,0.04K,-1.28%
7/25/2016,39.0,38.0,39.0,38.0,0.90K,1.30%
7/26/2016,38.3,39.0,39.0,37.6,7.30K,-1.79%
7/27/2016,38.0,38.0,38.0,37.0,0.82K,-0.78%
7/28/2016,36.0,38.7,38.7,36.0,8.31K,-5.26%
7/29/2016,37.0,37.8,37.9,37.0,2.40K,2.78%
8/1/2016,37.0,36.6,37.0,36.6,1.80K,0.00%
8/2/2016,38.0,36.5,38.0,36.5,12.80K,2.70%
8/3/2016,38.0,38.0,38.8,37.3,16.18K,0.00%
8/4/2016,38.5,38.5,38.5,38.5,0.10K,1.32%
8/5/2016,38.5,38.5,38.8,38.0,3.86K,0.00%
8/8/2016,37.8,37.8,37.8,37.8,0.10K,-1.82%
8/9/2016,38.6,37.6,38.7,37.6,1.03K,2.12%
8/10/2016,37.0,38.2,38.2,37.0,28.58K,-4.15%
8/11/2016,37.0,37.0,37.2,36.8,11.23K,0.00%
8/12/2016,36.8,37.0,37.7,36.8,6.97K,-0.54%
8/15/2016,37.4,36.8,37.5,36.8,10.18K,1.63%
8/16/2016,37.4,37.0,37.5,36.6,9.08K,0.00%
8/18/2016,37.4,37.8,37.8,37.0,4.16K,0.00%
8/19/2016,37.2,37.0,37.4,36.9,4.83K,-0.53%
8/22/2016,37.2,37.2,37.2,37.0,0.47K,0.00%
8/23/2016,37.2,37.2,37.2,37.0,8.95K,0.00%
8/24/2016,36.7,37.2,37.2,36.7,5.62K,-1.34%
8/25/2016,37.0,37.0,37.0,37.0,2.01K,0.82%
8/26/2016,37.0,36.9,37.0,36.8,0.03K,0.00%
8/29/2016,36.7,36.8,37.0,36.6,1.34K,-0.81%
8/30/2016,36.5,36.8,36.8,36.5,5.37K,-0.54%
8/31/2016,36.8,36.5,36.8,36.5,3.59K,0.82%
9/1/2016,36.3,36.8,36.8,36.3,1.51K,-1.36%
9/2/2016,36.3,36.3,36.8,36.2,20.07K,0.00%
9/5/2016,36.7,37.0,37.0,36.0,14.51K,1.10%
9/7/2016,36.0,36.5,36.5,36.0,16.03K,-1.91%
9/8/2016,36.0,36.0,36.3,35.8,26.56K,0.00%
9/9/2016,36.6,36.5,36.6,36.1,6.55K,1.67%
9/13/2016,37.8,36.7,37.8,36.5,32.33K,3.28%
9/14/2016,38.3,37.7,38.4,37.2,5.48K,1.32%
9/15/2016,37.5,37.4,38.0,37.1,7.57K,-2.09%
9/19/2016,37.1,37.1,37.8,37.1,3.00K,-1.07%
9/20/2016,37.0,37.2,37.2,37.0,2.78K,-0.27%
9/21/2016,37.9,37.5,38.0,36.7,4.50K,2.43%
9/22/2016,37.5,38.0,38.3,36.8,8.15K,-1.06%
9/23/2016,38.0,37.0,38.0,37.0,1.62K,1.33%
9/26/2016,37.9,37.0,38.0,37.0,0.51K,-0.26%
9/27/2016,38.6,37.1,38.7,37.1,6.48K,1.85%
9/28/2016,38.5,38.6,38.7,38.0,3.36K,-0.26%
9/29/2016,38.5,38.0,38.6,38.0,11.90K,0.00%
9/30/2016,38.8,38.5,39.0,38.5,9.71K,0.78%
10/3/2016,38.5,38.8,39.9,38.5,2.22K,-0.77%
10/4/2016,39.5,39.0,39.5,38.5,8.70K,2.60%
10/5/2016,38.8,39.5,39.5,38.2,2.84K,-1.77%
10/6/2016,38.5,38.1,38.7,38.0,5.08K,-0.77%
10/7/2016,38.0,38.4,38.5,38.0,2.97K,-1.30%
10/10/2016,37.8,38.0,38.0,37.8,2.79K,-0.53%
10/11/2016,38.0,37.6,38.0,37.5,1.20K,0.53%
10/12/2016,37.0,38.4,39.0,36.8,3.48K,-2.63%
10/13/2016,37.0,38.3,38.3,36.7,3.23K,0.00%
10/14/2016,37.0,37.0,37.0,36.7,0.65K,0.00%
10/17/2016,36.7,37.1,37.1,36.7,0.64K,-0.81%
10/18/2016,36.1,37.7,37.7,36.1,14.02K,-1.63%
10/19/2016,37.4,36.1,37.4,35.3,1.10K,3.60%
10/20/2016,37.1,37.1,37.1,36.0,5.00K,-0.80%
10/21/2016,37.1,37.1,37.1,37.1,0.97K,0.00%
10/24/2016,37.0,36.2,37.0,36.2,0.23K,-0.27%
10/25/2016,37.0,36.3,37.0,36.1,8.49K,0.00%
10/26/2016,36.7,36.7,36.7,36.7,0.05K,-0.81%
10/28/2016,36.7,37.0,37.0,35.2,41.70K,0.00%
10/31/2016,36.5,35.7,36.8,35.7,1.71K,-0.54%
11/1/2016,35.9,35.9,35.9,35.9,0.04K,-1.64%
11/2/2016,36.7,36.6,36.7,36.6,0.67K,2.23%
11/3/2016,35.9,35.9,35.9,35.9,0.00K,-2.18%
11/4/2016,35.9,35.9,35.9,35.9,0.03K,0.00%
11/7/2016,35.8,36.0,36.0,35.8,14.87K,-0.28%
11/8/2016,36.5,35.8,36.5,35.8,1.61K,1.96%
11/9/2016,36.0,35.9,36.0,35.4,6.88K,-1.37%
11/10/2016,36.0,36.0,36.0,35.5,0.54K,0.00%
11/11/2016,37.0,36.0,37.4,36.0,5.35K,2.78%
11/15/2016,37.0,36.1,37.0,36.1,0.61K,0.00%
11/16/2016,36.1,37.1,37.2,36.1,5.32K,-2.43%
11/17/2016,36.0,36.9,36.9,36.0,0.01K,-0.28%
11/18/2016,35.5,36.0,36.0,35.5,0.97K,-1.39%
11/21/2016,35.0,35.5,35.5,35.0,2.48K,-1.41%
11/22/2016,35.0,34.5,35.0,34.5,0.13K,0.00%
11/23/2016,35.0,35.0,35.0,34.0,6.33K,0.00%
11/24/2016,35.0,34.0,35.0,33.3,6.45K,0.00%
11/25/2016,35.0,34.2,35.0,34.2,0.96K,0.00%
11/28/2016,35.4,35.0,35.4,35.0,8.42K,1.14%
11/29/2016,35.0,35.8,35.8,35.0,4.65K,-1.13%
11/30/2016,35.9,35.0,35.9,34.6,43.04K,2.57%
12/1/2016,35.9,36.0,36.0,35.9,0.51K,0.00%
12/2/2016,35.4,35.5,35.5,35.4,0.00K,-1.39%
12/5/2016,36.5,35.4,36.5,35.3,8.77K,3.11%
12/6/2016,37.0,36.5,37.0,36.5,1.20K,1.37%
12/7/2016,36.0,36.0,36.0,36.0,0.15K,-2.70%
12/8/2016,35.0,35.5,35.5,34.6,2.51K,-2.78%
12/14/2016,33.8,34.8,34.8,33.8,4.19K,-3.43%
12/15/2016,34.5,34.5,34.5,34.5,0.10K,2.07%
12/16/2016,33.5,34.4,34.5,33.5,3.77K,-2.90%
12/19/2016,33.8,33.8,33.8,33.8,0.37K,0.90%
12/20/2016,34.0,33.8,34.0,33.8,1.51K,0.59%
12/21/2016,34.5,34.5,34.5,34.5,0.11K,1.47%
12/22/2016,34.5,34.5,34.5,34.5,0.07K,0.00%
12/23/2016,34.5,34.5,34.5,34.5,0.21K,0.00%
12/27/2016,35.0,35.0,35.0,35.0,0.01K,1.45%
12/28/2016,34.9,35.0,35.0,34.0,1.80K,-0.29%
12/29/2016,34.4,34.9,35.0,34.4,2.08K,-1.43%
12/30/2016,36.5,35.0,36.5,35.0,4.13K,6.10%
1/2/2017,35.0,35.0,35.0,35.0,2.00K,-4.11%
1/3/2017,35.0,35.0,35.7,35.0,1.29K,0.00%
1/4/2017,35.8,35.8,35.8,35.8,0.00K,2.29%
1/5/2017,35.8,35.8,35.8,35.0,1.09K,0.00%
1/6/2017,35.0,35.8,35.8,35.0,0.63K,-2.23%
1/9/2017,35.0,35.0,35.0,34.0,18.75K,0.00%
1/11/2017,36.0,35.5,36.0,35.0,6.20K,2.86%
1/13/2017,36.7,36.3,36.7,36.0,5.52K,1.94%
1/16/2017,36.4,36.4,36.4,35.4,5.02K,-0.82%
1/17/2017,36.0,36.4,36.6,35.0,5.95K,-1.10%
1/19/2017,35.4,35.9,36.0,35.4,3.91K,-1.67%
1/23/2017,34.2,34.2,35.8,34.2,2.51K,-3.39%
1/24/2017,35.5,34.3,35.5,34.3,1.08K,3.80%
1/25/2017,34.6,34.6,35.4,34.6,0.25K,-2.54%
1/26/2017,34.3,34.2,34.5,34.2,1.02K,-0.87%
1/27/2017,35.0,34.4,35.0,34.3,1.50K,2.04%
1/30/2017,35.4,35.4,35.4,35.3,3.01K,1.14%
1/31/2017,36.0,35.0,36.0,35.0,14.70K,1.69%
2/2/2017,36.0,34.3,36.0,34.3,1.50K,0.00%
2/3/2017,35.0,35.0,35.0,34.0,3.33K,-2.78%
2/6/2017,35.0,34.0,35.0,34.0,0.52K,0.00%
2/7/2017,35.2,35.4,35.4,34.0,1.57K,0.57%
2/8/2017,36.0,35.9,36.0,35.9,1.00K,2.27%
2/9/2017,35.0,35.0,35.0,35.0,1.40K,-2.78%
2/13/2017,35.5,34.5,35.5,34.5,4.00K,1.43%
2/14/2017,34.2,35.5,35.5,34.2,2.12K,-3.66%
2/15/2017,34.1,34.2,34.2,34.1,1.58K,-0.29%
2/16/2017,34.1,34.2,34.2,34.1,1.30K,0.00%
2/17/2017,34.0,34.1,34.1,34.0,0.96K,-0.29%
2/20/2017,33.8,33.8,33.8,33.8,6.00K,-0.59%
2/21/2017,34.0,34.0,34.0,34.0,1.75K,0.59%
2/22/2017,34.8,34.9,34.9,33.0,1.19K,2.35%
2/23/2017,34.7,34.7,34.7,34.7,0.01K,-0.29%
2/28/2017,34.6,34.6,34.6,34.6,0.52K,-0.29%
3/1/2017,34.4,33.1,34.4,33.0,5.70K,-0.58%
3/2/2017,35.0,34.4,35.0,34.4,4.43K,1.74%
3/3/2017,33.0,34.9,34.9,33.0,3.70K,-5.71%
3/6/2017,34.0,34.0,34.1,34.0,1.33K,3.03%
3/7/2017,35.4,34.0,35.5,34.0,38.20K,4.12%
3/8/2017,35.5,35.3,35.5,35.3,2.90K,0.28%
3/9/2017,34.9,35.4,35.8,34.9,2.02K,-1.69%
3/10/2017,34.7,34.7,34.7,34.7,0.05K,-0.57%
3/13/2017,35.0,35.0,35.0,35.0,0.28K,0.86%
3/14/2017,34.0,34.7,34.7,34.0,0.15K,-2.86%
3/15/2017,34.0,34.0,34.0,34.0,0.50K,0.00%
3/16/2017,33.0,34.0,34.0,33.0,5.20K,-2.94%
3/17/2017,34.3,34.2,34.3,34.2,0.21K,3.94%
3/20/2017,34.3,34.3,34.3,34.3,0.07K,0.00%
3/21/2017,34.2,34.2,34.2,33.4,3.42K,-0.29%
3/22/2017,33.5,33.4,33.7,32.9,17.31K,-2.05%
3/23/2017,33.0,33.0,33.0,32.1,1.63K,-1.49%
3/24/2017,32.2,33.0,33.0,32.1,6.03K,-2.42%
3/27/2017,32.9,33.0,33.0,32.1,2.81K,2.17%
3/28/2017,32.8,33.3,33.3,32.1,2.45K,-0.30%
3/29/2017,33.0,33.5,33.5,32.1,10.90K,0.61%
3/30/2017,33.4,33.4,33.4,32.1,5.03K,1.21%
3/31/2017,33.6,33.7,33.7,32.6,2.20K,0.60%
4/3/2017,33.0,33.7,33.7,33.0,0.30K,-1.79%
4/4/2017,33.0,33.0,33.0,33.0,2.13K,0.00%
4/5/2017,33.0,33.0,33.5,32.5,14.42K,0.00%
4/6/2017,33.7,33.5,33.7,33.5,1.30K,2.12%
4/7/2017,33.0,33.9,34.8,33.0,2.32K,-2.08%
4/11/2017,33.9,34.0,34.0,33.0,9.28K,2.73%
4/12/2017,33.9,33.5,33.9,33.5,2.87K,0.00%
4/17/2017,33.9,33.5,34.0,33.5,6.30K,0.00%
4/18/2017,34.3,33.9,34.5,33.5,19.17K,1.18%
4/19/2017,35.0,34.4,35.7,34.2,17.28K,2.04%
4/20/2017,34.9,35.5,35.9,33.6,13.23K,-0.29%
4/21/2017,35.0,34.3,35.6,34.3,1.72K,0.29%
4/24/2017,35.4,35.0,35.5,33.9,3.11K,1.14%
4/25/2017,35.3,35.4,35.4,34.3,2.25K,-0.28%
4/26/2017,35.4,34.3,35.5,34.3,2.64K,0.28%
4/27/2017,35.3,35.3,35.5,35.3,2.63K,-0.28%
4/28/2017,35.3,35.5,35.5,35.3,2.17K,0.00%
5/2/2017,34.6,35.5,35.5,34.6,1.21K,-1.98%
5/3/2017,35.3,35.4,35.5,35.1,4.70K,2.02%
5/4/2017,35.0,34.7,35.3,34.5,9.97K,-0.85%
5/5/2017,35.0,34.5,35.0,34.5,3.54K,0.00%
5/8/2017,35.7,35.0,35.9,35.0,24.96K,2.00%
5/9/2017,35.0,35.0,36.0,35.0,10.95K,-1.96%
5/12/2017,34.4,35.0,35.0,34.4,5.26K,-1.71%
5/15/2017,34.0,35.0,35.0,34.0,0.91K,-1.16%
5/16/2017,34.9,33.9,34.9,33.6,2.11K,2.65%
5/17/2017,34.0,34.5,34.5,33.9,23.78K,-2.58%
5/18/2017,33.8,34.0,34.0,33.8,2.80K,-0.59%
5/19/2017,33.9,33.9,33.9,33.8,14.58K,0.30%
5/22/2017,33.9,33.9,33.9,33.9,0.82K,0.00%
5/23/2017,33.9,33.9,33.9,33.8,3.45K,0.00%
5/24/2017,33.9,33.9,33.9,33.8,8.11K,0.00%
5/25/2017,33.4,33.5,33.5,33.0,6.84K,-1.47%
5/26/2017,33.3,33.0,33.4,33.0,1.31K,-0.30%
5/29/2017,33.0,33.0,33.0,32.5,1.76K,-0.90%
5/30/2017,32.8,33.3,33.3,32.8,0.26K,-0.61%
5/31/2017,33.0,32.7,33.0,32.5,8.28K,0.61%
6/1/2017,33.0,33.0,33.0,32.9,1.46K,0.00%
6/2/2017,33.0,32.9,33.0,32.5,8.72K,0.00%
6/5/2017,32.5,33.0,33.0,32.5,0.84K,-1.52%
6/6/2017,32.4,32.4,32.5,32.4,0.98K,-0.31%
6/7/2017,32.5,32.4,32.5,32.4,21.88K,0.31%
6/9/2017,32.8,32.2,32.8,31.5,3.36K,0.92%
6/12/2017,31.9,32.0,32.0,31.6,13.44K,-2.74%
6/13/2017,31.0,31.9,31.9,31.0,17.78K,-2.82%
6/14/2017,32.8,31.0,32.8,30.9,36.16K,5.81%
6/15/2017,32.6,31.5,32.6,30.8,17.33K,-0.61%
6/16/2017,32.6,32.6,32.9,31.0,6.04K,0.00%
6/19/2017,31.5,32.6,32.7,31.2,1.67K,-3.37%
6/20/2017,32.5,32.5,32.5,31.5,1.20K,3.17%
6/21/2017,32.2,32.5,32.8,31.2,8.14K,-0.92%
6/23/2017,32.0,31.6,32.0,31.6,2.89K,-0.62%
6/27/2017,32.0,32.0,32.4,31.5,1.24K,0.00%
6/28/2017,31.9,32.0,32.0,31.6,2.17K,-0.31%
6/29/2017,31.6,31.6,31.6,31.6,0.01K,-0.94%
6/30/2017,32.0,31.9,32.0,31.6,5.00K,1.27%
7/3/2017,31.0,31.9,31.9,31.0,5.39K,-3.13%
7/4/2017,31.5,31.0,31.5,30.8,6.70K,1.61%
7/5/2017,30.9,30.9,31.3,30.8,3.43K,-1.90%
7/6/2017,31.4,31.4,31.4,31.4,0.09K,1.62%
7/7/2017,31.3,31.4,31.4,31.0,0.56K,-0.32%
7/10/2017,32.5,31.3,32.5,31.3,125.09K,3.83%
7/11/2017,32.0,32.5,32.5,32.0,0.20K,-1.54%
7/12/2017,32.3,32.5,32.8,32.0,8.91K,0.94%
7/13/2017,32.3,32.0,32.3,32.0,3.94K,0.00%
7/14/2017,32.3,32.3,32.3,32.0,1.67K,0.00%
7/17/2017,32.1,32.0,32.3,32.0,25.11K,-0.62%
7/18/2017,32.1,32.3,32.3,32.1,1.90K,0.00%
7/19/2017,32.0,32.0,32.0,31.8,1.10K,-0.31%
7/20/2017,31.8,32.0,32.0,31.8,2.20K,-0.63%
7/21/2017,31.6,31.9,31.9,31.6,3.30K,-0.63%
